FID,LSOA code,LSOA11NM,LSOA11NMW,BNG_E,BNG_N,LONG,LAT,GlobalID,LADCD_ACTIVE,UTLACD,CAUTHCD,RGNCD,geometry
10085,E01010391,Walsall 032D,Walsall 032D,407718,297124,-1.88754,52.5719,51ee5f4a-a72d-4e67-8ad7-3f09d08ce216,E08000030,E08000030,E47000007,E12000005,"POLYGON ((-1.885999898388385 52.574310991571004, -1.883823210623295 52.57290686653103, -1.882746371344721 52.572914024298946, -1.882661301283762 52.57249532921425, -1.883435399711762 52.5726446757485, -1.885683978702533 52.57220592098817, -1.886031243486252 52.571799519439594, -1.885784301881434 52.571595276036774, -1.885362605000077 52.57178459969791, -1.884453056926565 52.57090177116162, -1.88339444755819 52.57143182763946, -1.881927825122415 52.57125717074578, -1.881950428764637 52.56993569805946, -1.882716212913704 52.56973195673411, -1.883368424795609 52.56906114935321, -1.884795684163756 52.56828143523281, -1.886205461557402 52.5692672486855, -1.887200127271055 52.56876434084614, -1.888261362851447 52.568644665194796, -1.888663709909174 52.568432757502435, -1.889307791079587 52.56870850252586, -1.889042066491609 52.568231451989064, -1.889422906527656 52.56802977000201, -1.89125917578421 52.56955028854333, -1.893176161573083 52.57114383020927, -1.891951280094845 52.57179883483416, -1.889637660312793 52.572082744535315, -1.888599385850918 52.57268371510265, -1.889382794744788 52.57286593422477, -1.890129455344187 52.57351542294406, -1.889750353240915 52.573759648469014, -1.890259797728472 52.5743417168187, -1.889270691975107 52.57467152021212, -1.889766402942286 52.57517687217155, -1.888264680861602 52.5755637383023, -1.887351587481451 52.57490151605698, -1.886961890431924 52.57453584075989, -1.885999898388385 52.574310991571004))"
10086,E01010392,Walsall 028D,Walsall 028D,407739,299135,-1.88719,52.58997,a92ac048-104b-446a-8ae3-10b44c57b794,E08000030,E08000030,E47000007,E12000005,"POLYGON ((-1.881583015624917 52.58735425239546, -1.881281306095833 52.58678459108863, -1.884152769978756 52.5868385801395, -1.883946154690873 52.58604012904372, -1.883423989870786 52.585872523968916, -1.883682906724788 52.58542372840626, -1.886245528032952 52.58525643936498, -1.885640356580553 52.58370798469227, -1.886018614986076 52.58367781911929, -1.88696474878435 52.58358512555881, -1.89143075925076 52.583164692838544, -1.891625200102653 52.58357437404162, -1.890743077003478 52.583760895042374, -1.891077334262707 52.58400607543342, -1.889289861446477 52.584647579450746, -1.889451306055207 52.585226124748324, -1.888950438011115 52.5857392625945, -1.88999185528641 52.586004909865224, -1.889480582198196 52.58631680358408, -1.88897687946153 52.58616383962908, -1.888433333918522 52.58666743307653, -1.888811755091303 52.586833515043836, -1.88860699888075 52.587303165928056, -1.888001792947254 52.58732057611674, -1.888180466602191 52.587825018260155, -1.889001500670538 52.58783203664826, -1.888976202345184 52.58866314666574, -1.89097219475676 52.5896273270316, -1.892408857767438 52.59025883114892, -1.894104891246107 52.59044068215727, -1.894848320937071 52.593549544939, -1.890540354577323 52.5941514105864, -1.892370823230336 52.59900561008924, -1.890395208260093 52.598274063733356, -1.890633333342615 52.59804785768261, -1.88811471215582 52.59697374914426, -1.885361774530724 52.595177863941316, -1.8845394224512 52.594515745912844, -1.881901397813789 52.59160534039271, -1.879554036502399 52.588871360856054, -1.880742964679682 52.58805615289608, -1.880483440128293 52.587548327872405, -1.881583015624917 52.58735425239546))"
10087,E01010393,Walsall 014A,Walsall 014A,397209,300713,-2.04263,52.60421,af4388a9-3a56-4f00-82c6-f85ad9bafc7c,E08000030,E08000030,E47000007,E12000005,"POLYGON ((-2.040669754609358 52.60837532842088, -2.040089606121611 52.60836716698845, -2.039948278162898 52.608714570456684, -2.039272979884162 52.60842744631991, -2.03912978940657 52.608056102669785, -2.037088213030045 52.608585128274775, -2.038055008018053 52.60760607707543, -2.039111460533146 52.60635685460089, -2.038209849807425 52.6056305350671, -2.037653804704394 52.60603013865006, -2.037012943040228 52.60571355169134, -2.037286132970426 52.60555822113463, -2.038210851598551 52.60502127127972, -2.039540589915502 52.60585403944944, -2.03980500453587 52.60552498778959, -2.041573484808338 52.60321228889199, -2.042052281472234 52.602583733854836, -2.043059505228933 52.60287103343501, -2.043259557373209 52.602928144030464, -2.044021763024595 52.603139876270106, -2.044828357086607 52.60336226655667, -2.046203454181981 52.603843442935776, -2.046286304587619 52.605515381395165, -2.046869570402998 52.60616433773334, -2.048288272961317 52.60647902683972, -2.047221585991879 52.60908602311589, -2.046625434145843 52.609064325565356, -2.046461708046557 52.609466223584036, -2.045911406443828 52.60927796003816, -2.046718300193932 52.60714083912884, -2.046374573883754 52.606555336735106, -2.045865554188511 52.60624283604932, -2.044462547803525 52.606287329548145, -2.044400056960046 52.60601940866558, -2.043511064360184 52.605863156774085, -2.043138820638506 52.60546655737777, -2.042368397348637 52.60572512213361, -2.042385122797845 52.60619154112734, -2.041644353662463 52.60639395836586, -2.041550823691379 52.607309491056576, -2.042105019741471 52.60732435199146, -2.042277819297447 52.60677457496802, -2.042999946408369 52.6066517290011, -2.042621044762202 52.60792950100995, -2.04204312420962 52.60824771807526, -2.041413442342779 52.60822074186001, -2.041847026653793 52.609230273602805, -2.041428331698687 52.60973342576922, -2.04056744666102 52.60951704543251, -2.040669754609358 52.60837532842088))"
10088,E01010394,Walsall 014B,Walsall 014B,397243,301368,-2.04214,52.61009,3b886496-fc1c-401d-908a-940dd600f525,E08000030,E08000030,E47000007,E12000005,"POLYGON ((-2.042156454373842 52.61197230933203, -2.041042352629579 52.611947441816675, -2.040906560899273 52.612249778637775, -2.03929335814382 52.612098050808484, -2.039161119146187 52.611765833484, -2.039781622456476 52.611296557799406, -2.038339154739395 52.61169017669324, -2.037589534927741 52.6114172198707, -2.040103695505803 52.61048874567489, -2.039948278162898 52.608714570456684, -2.040089606121611 52.60836716698845, -2.040669754609358 52.60837532842088, -2.04056744666102 52.60951704543251, -2.041428331698687 52.60973342576922, -2.041847026653793 52.609230273602805, -2.041413442342779 52.60822074186001, -2.04204312420962 52.60824771807526, -2.042621044762202 52.60792950100995, -2.042999946408369 52.6066517290011, -2.042277819297447 52.60677457496802, -2.042105019741471 52.60732435199146, -2.041550823691379 52.607309491056576, -2.041644353662463 52.60639395836586, -2.042385122797845 52.60619154112734, -2.042368397348637 52.60572512213361, -2.043138820638506 52.60546655737777, -2.043511064360184 52.605863156774085, -2.044400056960046 52.60601940866558, -2.044462547803525 52.606287329548145, -2.045865554188511 52.60624283604932, -2.046374573883754 52.606555336735106, -2.046718300193932 52.60714083912884, -2.045911406443828 52.60927796003816, -2.044005292286202 52.60963492492848, -2.043946017527546 52.61001832437132, -2.042210419652587 52.61037158268751, -2.04283357682569 52.611004137744594, -2.044129235383967 52.610889938854186, -2.044975312609736 52.61132547820774, -2.043682522029314 52.61242686845348, -2.042508816468885 52.61259839107391, -2.042156454373842 52.61197230933203))"
10089,E01010395,Walsall 011A,Walsall 011A,396893,301352,-2.04731,52.60995,56e98479-df3d-47b5-8faf-0845c5e1e380,E08000030,E08000030,E47000007,E12000005,"POLYGON ((-2.043682522029314 52.61242686845348, -2.044975312609736 52.61132547820774, -2.044129235383967 52.610889938854186, -2.04283357682569 52.611004137744594, -2.042210419652587 52.61037158268751, -2.043946017527546 52.61001832437132, -2.044005292286202 52.60963492492848, -2.045911406443828 52.60927796003816, -2.046461708046557 52.609466223584036, -2.046625434145843 52.609064325565356, -2.047221585991879 52.60908602311589, -2.048288272961317 52.60647902683972, -2.049648480040341 52.60622584911863, -2.051395351146786 52.60516214839599, -2.052404602651929 52.604887823499325, -2.051565457586223 52.606316892310076, -2.051187557467822 52.606344017357, -2.05087360487186 52.609329219496715, -2.049852675625804 52.61228491583722, -2.04928517575737 52.61329828204412, -2.046767596643071 52.61228718765148, -2.047038692946655 52.61488376128463, -2.04637527353404 52.614983990365026, -2.046411154366606 52.61418419388124, -2.045132853565275 52.613962203208935, -2.045512192068065 52.61380336111382, -2.044112437507503 52.61352013212114, -2.044117772102692 52.6129096673334, -2.043344757789283 52.612759632213844, -2.043682522029314 52.61242686845348))"
10090,E01010396,Walsall 014C,Walsall 014C,397715,301366,-2.03517,52.61008,9192a85d-67e4-4344-85e5-9e6eb81cfca2,E08000030,E08000030,E47000007,E12000005,"POLYGON ((-2.030047240997619 52.61302455566994, -2.030425089019637 52.61119547451352, -2.02987102279979 52.61119850246425, -2.030329809038367 52.60999277734702, -2.028253197953359 52.609610439555894, -2.027204372610828 52.60997905088556, -2.026620820355423 52.6095073311478, -2.025375182239093 52.60955847135453, -2.023513605776005 52.6101887361189, -2.022685299386302 52.609314267781855, -2.025253928505233 52.60890193936814, -2.027675865574814 52.60899072415688, -2.029625843558618 52.6091166352454, -2.030708368963221 52.60843098675093, -2.030743535572232 52.608393566657305, -2.031340470217352 52.60817649044132, -2.037012943040228 52.60571355169134, -2.037653804704394 52.60603013865006, -2.038209849807425 52.6056305350671, -2.039111460533146 52.60635685460089, -2.038055008018053 52.60760607707543, -2.037088213030045 52.608585128274775, -2.03912978940657 52.608056102669785, -2.039272979884162 52.60842744631991, -2.039948278162898 52.608714570456684, -2.040103695505803 52.61048874567489, -2.037589534927741 52.6114172198707, -2.036055973346881 52.61138933728341, -2.035830224177152 52.6109809476478, -2.03523770311421 52.611154907707245, -2.035044428358809 52.610946412076395, -2.034365664861223 52.61023821046976, -2.03365774116679 52.61079895372077, -2.032344476966784 52.61053560792449, -2.032379093056297 52.61264107140642, -2.031508244768157 52.613571576970536, -2.031075211881254 52.614095732020665, -2.029846979392234 52.61451255030961, -2.029649700559864 52.614220752459886, -2.030325843266637 52.613689923650256, -2.030047240997619 52.61302455566994))"
10091,E01010397,Walsall 011B,Walsall 011B,397601,302004,-2.03686,52.61581,88a6ac8e-f5b6-420d-b672-4609edcc8a34,E08000030,E08000030,E47000007,E12000005,"POLYGON ((-2.038146363963976 52.61900753743804, -2.033698096147581 52.617871045894425, -2.03373437714896 52.61735523072526, -2.03291298558346 52.61692079127299, -2.032120182696656 52.614879168620725, -2.032308977938911 52.61434076553868, -2.033232878733342 52.61390018080842, -2.033973212556407 52.61389324482989, -2.037616929877386 52.61267511177739, -2.038105226974754 52.61284026724492, -2.038811447235106 52.61260759729079, -2.040408260830657 52.613032104453374, -2.03973760629176 52.613606094901535, -2.040226548736196 52.614122740751085, -2.041115682954682 52.614162339037854, -2.041435940080206 52.61440050015019, -2.041063187260486 52.614782933486836, -2.041596380679636 52.61516285547926, -2.03986755432958 52.61571852593083, -2.04065234189809 52.61610465494823, -2.040386942581427 52.616357367281346, -2.040293259546356 52.616439260052346, -2.038638813154466 52.61726811238963, -2.039526394075095 52.617725054180895, -2.038859690697723 52.61873210991625, -2.038253696156366 52.61847849198324, -2.038146363963976 52.61900753743804))"
10092,E01010398,Walsall 011C,Walsall 011C,396855,302119,-2.04787,52.61684,da1198a9-e3f5-4f2a-9e1c-cb79edd8d102,E08000030,E08000030,E47000007,E12000005,"POLYGON ((-2.047398240982473 52.62137477221873, -2.038146363963976 52.61900753743804, -2.038253696156366 52.61847849198324, -2.038859690697723 52.61873210991625, -2.039526394075095 52.617725054180895, -2.038638813154466 52.61726811238963, -2.040293259546356 52.616439260052346, -2.040386942581427 52.616357367281346, -2.040418311410369 52.61721539212573, -2.040567121168965 52.618026216204804, -2.042975143343905 52.618830483547825, -2.042659053745131 52.61970087777946, -2.044412947553739 52.620006662794744, -2.045480504105751 52.61935004896942, -2.045860975698152 52.619664025629, -2.046727154405635 52.61944088788637, -2.045922534889733 52.61832504638755, -2.043980731200597 52.615961861100985, -2.044501148427398 52.61585375263114, -2.0443916887922 52.61547448038135, -2.043641668035774 52.615626435801865, -2.043348932186658 52.61541510497866, -2.044058048972928 52.614936622964336, -2.044901407502572 52.61493712250997, -2.04583088656664 52.61543038279558, -2.046687656829387 52.61529869707858, -2.047228461636916 52.61516841778294, -2.047038692946655 52.61488376128463, -2.046767596643071 52.61228718765148, -2.04928517575737 52.61329828204412, -2.048027669236014 52.6160192173882, -2.048894212144283 52.61626122466835, -2.050427234955194 52.61665279244567, -2.052755408622277 52.617295664196604, -2.052432485357383 52.617735056379644, -2.050724053125594 52.62050674037483, -2.049059199332203 52.62043517662551, -2.047625585940525 52.620844078944394, -2.047398240982473 52.62137477221873))"
10093,E01010399,Walsall 011D,Walsall 011D,397184,302042,-2.04301,52.61615,3800e373-7b74-4043-8260-1daa3a04ac4f,E08000030,E08000030,E47000007,E12000005,"POLYGON ((-2.042659053745131 52.61970087777946, -2.042975143343905 52.618830483547825, -2.040567121168965 52.618026216204804, -2.040418311410369 52.61721539212573, -2.040386942581427 52.616357367281346, -2.04065234189809 52.61610465494823, -2.03986755432958 52.61571852593083, -2.041596380679636 52.61516285547926, -2.041063187260486 52.614782933486836, -2.041435940080206 52.61440050015019, -2.041115682954682 52.614162339037854, -2.040226548736196 52.614122740751085, -2.03973760629176 52.613606094901535, -2.040408260830657 52.613032104453374, -2.038811447235106 52.61260759729079, -2.03929335814382 52.612098050808484, -2.040906560899273 52.612249778637775, -2.041042352629579 52.611947441816675, -2.042156454373842 52.61197230933203, -2.042508816468885 52.61259839107391, -2.043682522029314 52.61242686845348, -2.043344757789283 52.612759632213844, -2.044117772102692 52.6129096673334, -2.044112437507503 52.61352013212114, -2.045512192068065 52.61380336111382, -2.045132853565275 52.613962203208935, -2.046411154366606 52.61418419388124, -2.04637527353404 52.614983990365026, -2.047038692946655 52.61488376128463, -2.047228461636916 52.61516841778294, -2.046687656829387 52.61529869707858, -2.04583088656664 52.61543038279558, -2.044901407502572 52.61493712250997, -2.044058048972928 52.614936622964336, -2.043348932186658 52.61541510497866, -2.043641668035774 52.615626435801865, -2.0443916887922 52.61547448038135, -2.044501148427398 52.61585375263114, -2.043980731200597 52.615961861100985, -2.045922534889733 52.61832504638755, -2.046727154405635 52.61944088788637, -2.045860975698152 52.619664025629, -2.045480504105751 52.61935004896942, -2.044412947553739 52.620006662794744, -2.042659053745131 52.61970087777946))"
10094,E01010400,Walsall 014D,Walsall 014D,397954,301954,-2.03164,52.61537,cb733b6e-b73a-4e72-a74a-f09679e30acd,E08000030,E08000030,E47000007,E12000005,"POLYGON ((-2.031705243795674 52.61733917361205, -2.031269223198212 52.61691931638557, -2.030129258929438 52.61693844784575, -2.028446090639729 52.615276716852605, -2.027269541137136 52.61405048828166, -2.026401606626576 52.61314583213868, -2.025559233392568 52.61230101772647, -2.023513605776005 52.6101887361189, -2.025375182239093 52.60955847135453, -2.026620820355423 52.6095073311478, -2.027204372610828 52.60997905088556, -2.028253197953359 52.609610439555894, -2.030329809038367 52.60999277734702, -2.02987102279979 52.61119850246425, -2.030425089019637 52.61119547451352, -2.030047240997619 52.61302455566994, -2.030325843266637 52.613689923650256, -2.029649700559864 52.614220752459886, -2.029846979392234 52.61451255030961, -2.031075211881254 52.614095732020665, -2.031508244768157 52.613571576970536, -2.032379093056297 52.61264107140642, -2.032344476966784 52.61053560792449, -2.03365774116679 52.61079895372077, -2.034365664861223 52.61023821046976, -2.035044428358809 52.610946412076395, -2.03523770311421 52.611154907707245, -2.035830224177152 52.6109809476478, -2.036055973346881 52.61138933728341, -2.037589534927741 52.6114172198707, -2.038339154739395 52.61169017669324, -2.039781622456476 52.611296557799406, -2.039161119146187 52.611765833484, -2.03929335814382 52.612098050808484, -2.038811447235106 52.61260759729079, -2.038105226974754 52.61284026724492, -2.037616929877386 52.61267511177739, -2.033973212556407 52.61389324482989, -2.033232878733342 52.61390018080842, -2.032308977938911 52.61434076553868, -2.032120182696656 52.614879168620725, -2.03291298558346 52.61692079127299, -2.03373437714896 52.61735523072526, -2.033698096147581 52.617871045894425, -2.031705243795674 52.61733917361205))"
